"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"OEDF","75","341.55072","110.7","27","IABF","ILS RW34R"
"OEDR","84","163.00107","109.3","27","IDHC","ILS RW16L"
"OEDR","68","162.9822","109.1","27","IDHH","ILS RW16R"
"OEDR","64","342.98218","109.7","27","IDHL","ILS RW34L"
"OEDR","59","343.00107","109.9","27","IDHA","ILS RW34R"
"OBKH","76","352.99597","110.75","27","IKH","ILS RW35"
"OBBS","29","331.34302","110.15","27","ISIB","ILS RW33R"
"OBBI","53","300.24115","110.3","27","IBIA","ILS RW30R"
"OBBI","53","120.24116","111.5","27","IBIB","ILS RW12L"
"OEAH","600","341.92703","110.9","27","IHSA","ILS RW34"
"OTBH","121","155.11601","110.55","27","ISWT","ILS RW16L"
"OTBH","127","155.12994","108.3","27","ICGM","ILS RW16R"
"OTBH","115","335.12994","110.95","27","ITCE","ILS RW34L"
"OTBH","119","335.116","111.3","27","IMBH","ILS RW34R"
"OTBD","27","335.65576","109.5","27","IBD","ILS RW33"
"OTBD","35","155.65575","108.5","27","AMD","ILS RW15"
"OTHH","13","155.67735","108.7","27","IDE","ILS RW16L"
"OTHH","14","155.66685","108.1","27","QAT","ILS RW16R"
"OTHH","14","335.66684","111.9","27","HJJ","ILS RW34L"
"OTHH","14","335.67737","110.1","27","AZM","ILS RW34R"
"OEBT","258","319.27728","111.7","27","IBAT","ILS RW32"
"OEOM","776","51.15237","108.9","27","IUME","ILS RW05"
"FMMT","20","188.87076","110.3","27","TO","ILS RW19"
"ULAM","43","238.07178","109.5","27","IRK","ILS RW24"
"UUYH","430","175.52803","110.1","27","IDP","ILS RW18"
"UUYH","476","355.52805","109.7","27","IBF","ILS RW36"
"USPP","394","209.88612","109.9","27","IPX","ILS RW21"
"USII","533","9.925159","110.3","27","IMD","ILS RW01"
"USII","510","189.92516","108.7","27","ILV","ILS RW19"
"UWKB","961","190.5224","110.9","27","ILB","ILS RW19"
"UWUU","372","137.83432","110.3","27","IPT","ILS RW14R"
"UWUU","448","317.83432","108.7","27","INM","ILS RW32L"
"UWOO","384","78.89834","109.9","27","IWP","ILS RW08"
"UWOO","384","258.89835","109.3","27","ILM","ILS RW26"
"UTAK","283","340.56824","109.1","27","ITL","ILS RW34L"
"UTAK","247","160.56822","111.7","27","ITR","ILS RW16R"
"OING","-59","129.00485","109.9","27","IGGN","ILS RW13"
"OIYY","4052","310.1683","108.9","27","IYZD","ILS RW31"
"OISS","4866","291.58417","109.9","27","ISYZ","ILS RW29L"
"OIBP","17","305.96234","110.3","27","IPRG","ILS RW31"
"OMRK","94","342.88333","110.5","27","IRK","ILS RW34"
"OMSJ","84","120.50008","108.55","27","ISRE","ILS RW12"
"OMSJ","105","300.50006","111.95","27","ISHW","ILS RW30"
"OMDW","118","119.38109","111.75","27","IJEA","ILS RW12"
"OMDW","171","299.3811","109.75","27","IJWA","ILS RW30"
"OMDW","155","299","110.55","27","IDEF","ILS RW31"
"OMDB","11","119.519394","110.1","27","IDBL","ILS RW12L"
"OMDB","17","119.49222","109.5","27","IDBE","ILS RW12R"
"OMDB","60","299.49222","111.3","27","IDBW","ILS RW30L"
"OMDB","32","299.5194","110.9","27","IDBR","ILS RW30R"
"OMDM","130","88.295876","109.9","27","IMN","ILS RW09"
"OMDM","163","268.29587","109.9","27","IMN1","ILS RW27"
"OMAA","62","125.9467","110.3","27","IAS","ILS RW13L"
"OMAA","78","125.955536","109.15","27","IAE","ILS RW13R"
"OMAA","83","305.95554","109.3","27","IAW","ILS RW31L"
"OMAA","72","305.94672","108.75","27","IAN","ILS RW31R"
"OMAD","13","306.16733","110.7","27","IAT","ILS RW31"
"OMAM","76","126.177635","111.1","27","MMA","ILS RW13L"
"OMAM","71","126.116776","108.7","27","RMA","ILS RW13R"
"OMAM","71","306.11676","108.7","27","LMA","ILS RW31L"
"OMAM","67","305.17764","109.1","27","IMA","ILS RW31R"
"OMAL","865","5.4050307","111.9","27","IALA","ILS RW01"
"OOTH","1489","171.95415","108.1","27","ITHT","ILS RW17"
"OOSA","81","69.67797","108.7","27","ISW","ILS RW07"
"OOSA","90","249.67796","110.9","27","ISE","ILS RW25"
"FMEE","27","135.69608","110.3","27","SD","ILS RW14"
"ULDW","18","38.023243","108.5","27","IVR","ILS RW04"
"UUYS","254","134.7377","108.7","27","IUL","ILS RW13"
"USCM","1394","184.07791","109.9","27","ICP","ILS RW18"
"USCM","1430","4.0779185","108.7","27","IRF","ILS RW36"
"UWOR","909","65.67923","109.55","27","IRK","ILS RW07"
"UWOR","869","245.67923","108.1","27","IOR","ILS RW25"
"UATT","740","305.2011","110.5","27","ITU","ILS RW30"
"UATT","718","125.2011","111.7","27","IAT","ILS RW12"
"UTNN","245","327.64172","110.3","27","IZR","ILS RW33"
"UTAT","278","83","108.3","27","IRP","ILS RW08"
"UTAT","278","263","111.3","27","ISH","ILS RW26"
"UTAA","682","114.522446","108.5","27","ABW","ILS RW11L"
"UTAA","679","294.52246","108.7","27","AHD","ILS RW29R"
"UTAA","683","114","111.1","27","IAD","ILS RW11R"
"UTAA","679","294","110.5","27","IPQ","ILS RW29L"
"OIMM","3260","309.73422","109.9","27","IMSD","ILS RW31R"
"OIKB","20","205.62895","109.9","27","IBND","ILS RW21L"
"OMFJ","73","290.52814","111.5","27","IFJR","ILS RW29"
"OOMS","20","84.05096","108.9","27","IML","ILS RW08L"
"OOMS","14","264.05096","110.7","27","IMR","ILS RW26R"
"OOMA","64","165.9869","110.5","27","IIMA","ILS RW17"
"FIMP","183","136.22311","109.9","27","IPL","ILS RW14"
"USHS","342","124.28628","111.9","27","ISW","ILS RW12"
"USHS","339","304.2863","108.9","27","IUY","ILS RW30"
"USSS","736","75.205826","111.7","27","IKO","ILS RW08L"
"USSS","744","79.16285","109.9","27","IEL","ILS RW08R"
"USSS","768","259.16284","109.5","27","IED","ILS RW26L"
"USSS","768","255.20583","110.5","27","IEU","ILS RW26R"
"USCC","759","89.712296","109.9","27","ILB","ILS RW09"
"USCC","737","269.71228","108.7","27","IKS","ILS RW27"
"UAUU","600","144.97101","111.7","27","IKT","ILS RW15"
"UAUU","572","324.971","110.7","27","INA","ILS RW33"
"UTNU","319","313.57053","109.5","27","INU","ILS RW31"
"UTAV","649","125","110.3","27","IHQ","ILS RW13"
"UTAV","640","305","110.5","27","IUT","ILS RW31"
"UTAM","728","353.52426","111.5","27","IML","ILS RW35L"
"OIZH","4519","350.87967","108.7","27","IZDN","ILS RW35L"
"UUYW","574","76.93181","109.5","27","IDW","ILS RW08"
"USDD","218","38.426876","111.5","27","INA","ILS RW04"
"USDD","185","218.42688","111.3","27","IDM","ILS RW22"
"USHQ","98","161.29912","110.3","27","IIU","ILS RW16"
"USHN","341","344.34222","110.3","27","ILS","ILS RW34"
"USTR","371","32.684","108.3","27","IRN","ILS RW03"
"USTR","341","212.68399","110.7","27","ITM","ILS RW21"
"USTR","345","299.7409","111.1","27","IAT","ILS RW30"
"USUU","236","16.086489","110.9","27","IRD","ILS RW02"
"USUU","233","196.08649","109.9","27","IUN","ILS RW20"
"UAOO","425","54.271675","111.1","27","IKZ","ILS RW05"
"UTSA","1142","71.90982","109.3","27","IHG","ILS RW07"
"UTSA","1140","251.90982","108.7","27","INL","ILS RW25"
"UTSB","739","4.9687147","110.3","27","IUH","ILS RW01"
"UTSS","2234","90.703705","109.5","27","IMZ","ILS RW09"
"UTSS","2172","270.7037","110.7","27","ISD","ILS RW27"
"UTSK","1229","158.95071","109.1","27","IJP","ILS RW16"
"OAMS","1287","61.913555","109.9","27","IMAZ","ILS RW06"
"OAMS","1269","241.91356","109.1","27","IMAS","ILS RW24"
"OAKN","3338","233.09128","108.55","27","IOKN","ILS RW23"
"OPKC","101","253.37788","109.7","27","IQA","ILS RW25L"
"OPKC","100","253.38766","110.1","27","IKC","ILS RW25R"
"USHH","134","58.31139","111.9","27","IBD","ILS RW06"
"USHH","139","238.31139","110.1","27","IZJ","ILS RW24"
"UACP","458","233.53018","108.3","27","IPT","ILS RW23"
"UACK","888","20.715649","110.3","27","IOT","ILS RW02"
"UACK","874","200.71565","109.5","27","IKW","ILS RW20"
"UAKD","1234","223.66965","110.7","27","IGN","ILS RW22"
"UAII","1309","100.29617","111.7","27","IEN","ILS RW10"
"UAII","1387","280.29617","110.3","27","IIM","ILS RW28"
"UTTT","1369","76.35","110.5","27","ING","ILS RW08L"
"UTTT","1368","76.34566","111.7","27","IZW","ILS RW08R"
"UTTT","1414","256.35","108.5","27","IFD","ILS RW26R"
"UTDL","1450","78.2235","111.5","27","IHD","ILS RW08"
"UTDL","1401","258.2235","109.9","27","IHV","ILS RW26"
"UTDD","2575","86.130356","110.3","27","IFN","ILS RW09"
"OAIX","4868","26.334885","110.7","27","IBAG","ILS RW03R"
"OAKB","5873","284.4242","110.5","27","IAKW","ILS RW29"
"VABJ","295","225.1652","110.7","27","IBUJ","ILS RW23"
"VARK","437","227.18706","110.9","27","IRAJ","ILS RW23"
"USMM","49","136.24686","110.5","27","INO","ILS RW14"
"USMM","49","316.24686","110.3","27","IPZ","ILS RW32"
"USRK","220","171.92665","108.5","27","IKG","ILS RW17"
"USRK","219","351.92664","109.5","27","IOL","ILS RW35"
"USRR","180","72.654915","110.5","27","IGK","ILS RW07"
"USRR","194","252.65492","109.1","27","IAM","ILS RW25"
"UNOO","312","64.91895","108.3","27","IRM","ILS RW07"
"UNOO","295","244.91896","110.1","27","ITK","ILS RW25"
"UACC","1165","34.45788","109.5","27","IMO","ILS RW04"
"UACC","1158","214.45787","111.7","27","IAK","ILS RW22"
"UAKK","1767","50.266838","109.9","27","IRG","ILS RW05"
"UAKK","1754","230.26683","111.7","27","IKA","ILS RW23"
"UADD","2145","131.14537","109.7","27","IMB","ILS RW13"
"UCFM","2090","74.8433","111.7","27","IMN","ILS RW08"
"UCFM","2055","254.84329","111.7","27","IBK","ILS RW26"
"UTFN","1533","283.68625","110.1","27","ISA","ILS RW28"
"UTFF","1924","178.56639","109.7","27","IZU","ILS RW18"
"UCFO","2852","121.64355","111.1","27","IOU","ILS RW12"
"UTFA","1543","40.72709","110.5","27","IAN","ILS RW04"
"OPPS","1237","354.006","108.3","27","IBKB","ILS RW35"
"VISR","5488","314.14557","110.3","27","ISRN","ILS RW31"
"OPIS","1791","98.52441","111.3","27","IBAP","ILS RW10R"
"OPIS","1794","278.5244","108.1","27","IBBA","ILS RW28L"
"OPIS","1803","278.48853","110.7","27","IBIP","ILS RW28R"
"OPST","828","41.033726","109.3","27","ISL","ILS RW04"
"OPFA","591","34","109.7","27","IFA","ILS RW03L"
"VIAR","757","336.15573","109.5","27","IAMR","ILS RW34"
"OPLA","772","358.85623","109.7","27","ILO","ILS RW36L"
"OPLA","758","358.8236","109.9","27","ILA","ILS RW36R"
"OPMT","403","2.3143113","110.3","27","IMT","ILS RW36"
"VAUD","1710","261.49377","109.9","27","IUDR","ILS RW26"
"VAAH","189","225.20139","110.3","27","IAHD","ILS RW23"
"VABV","25","248.14581","109.9","27","IBHN","ILS RW25"
"VASU","23","223.30704","109.1","27","ISUT","ILS RW22"
"VABO","131","224.52885","110.5","27","IVDD","ILS RW22"
"VAOZ","1935","264.6068","110.7","27","IOZR","ILS RW27"
"VABB","16","89.948814","109.5","27","IBOM","ILS RW09"
"VABB","52","135.04184","110.1","27","IBBY","ILS RW14"
"VABB","32","269.94882","110.3","27","ISCZ","ILS RW27"
"VAPO","1936","274.5536","108.7","27","IPUN","ILS RW28"
"VOGO","194","260.11606","110.3","27","IDAB","ILS RW26"
"VOML","331","240.1181","110.1","27","IMNG","ILS RW24"
"VRMM","6","2.0790713","108.7","27","IML","ILS RW36"
"USMU","203","267.78506","109.5","27","IYC","ILS RW27"
"USRO","443","5.9459543","109.1","27","IZE","ILS RW01"
"USRO","442","185.94595","108.5","27","IUC","ILS RW19"
"USNN","143","26.16481","110.5","27","IJH","ILS RW03"
"USNN","178","206.16481","111.9","27","INZ","ILS RW21"
"UNSS","164","148.34848","108.3","27","IMP","ILS RW15"
"UASP","410","213.49208","110.7","27","IPW","ILS RW21"
"UCFL","5414","69.17411","109.9","27","ITM","ILS RW07"
"UCFL","5423","249.1741","108.7","27","IKL","ILS RW25"
"UAAA","2222","50.726852","109.1","27","IMA","ILS RW05L"
"UAAA","2228","50.707382","110.3","27","ILM","ILS RW05R"
"UAAA","2236","230.70738","108.1","27","IAL","ILS RW23L"
"UAAA","2222","230.72685","111.3","27","IAA","ILS RW23R"
"ZWSH","4523","81.894844","109.9","27","IXX","ILS RW08"
"ZWSH","4497","261.89484","111.1","27","ILL","ILS RW26"
"VIDN","1804","78.60049","108.9","27","IDUN","ILS RW08"
"VIDP","731","90.66733","108.5","27","IDIA","ILS RW09"
"VIDP","725","103.89035","109.5","27","IDEL","ILS RW10"
"VIDP","742","102.98228","111.3","27","IDMR","ILS RW11"
"VIDP","760","270.66733","110.5","27","IDLH","ILS RW27"
"VIDP","783","283.89035","110.3","27","IPLM","ILS RW28"
"VIDP","760","282.98227","110.9","27","IDGM","ILS RW29"
"VIJP","1255","263.6476","109.9","27","IJIP","ILS RW27"
"VIAG","550","46.07366","110.7","27","IARA","ILS RW05"
"VAID","1847","245.3489","110.9","27","IIDR","ILS RW25"
"VABP","1721","298.0988","109.9","27","IBPH","ILS RW30"
"VAAU","1907","270.0565","110.1","27","IAUR","ILS RW27"
"VOBR","2148","79.42232","111.7","27","IBID","ILS RW08"
"VOHY","1729","269.96252","110.1","27","IHYD","ILS RW27"
"VOHS","1978","90.166985","108.5","27","IHBD","ILS RW09R"
"VOHS","2020","270.167","110.9","27","ISAM","ILS RW27L"
"VOHB","2178","264.36014","109.1","27","IHUB","ILS RW26"
"VOBG","2962","267.02493","110.5","27","IBLR","ILS RW27"
"VOBL","3002","92.28909","109.3","27","IBAN","ILS RW09L"
"VOBL","2968","272.2891","108.3","27","IDEV","ILS RW27R"
"VOBL","2973","92","109.9","27","IBLN","ILS RW09R"
"VOBL","2965","272","111.5","27","IDVN","ILS RW27L"
"VOCL","343","103.02173","110.7","27","ICLB","ILS RW10"
"VOCL","337","283.02173","109.5","27","ICAC","ILS RW28"
"VOCI","42","89.96933","111.1","27","ICNB","ILS RW09"
"VOCI","40","269.96933","110.3","27","ICIL","ILS RW27"
"VOCB","1277","227.60876","109.1","27","ICMB","ILS RW23"
"VOTR","268","267.46457","110.9","27","ITCY","ILS RW27"
"VOMD","453","268.0652","110.5","27","IMDR","ILS RW27"
"VOTV","32","318.5765","109.9","27","ITDM","ILS RW32"
"UMIO","621","230","111.5","27","IBS","ILS RW23"
"UMIO","700","50","110.9","27","IRS","ILS RW05"
"UASS","675","256.69266","110.3","27","ISP","ILS RW26"
"UASK","942","304.73044","109.7","27","ISI","ILS RW30"
"ZWTN","4688","288.254","110.3","27","IRB","ILS RW29"
"VILK","404","268.8264","109.9","27","ILUC","ILS RW27"
"VEKO","749","193.64713","110.7","27","IKJR","ILS RW19"
"VANP","1008","323.98218","110.3","27","INGR","ILS RW32"
"VAGD","988","43.6574","108.3","27","IGON","ILS RW04"
"VERP","1043","239.52165","110.3","27","IRAI","ILS RW24"
"VOBZ","71","258.95663","109.5","27","IVJA","ILS RW26"
"VOTP","352","263.24384","111.3","27","ITPY","ILS RW26"
"VOMM","43","70.735664","110.3","27","IMAS","ILS RW07"
"VOMM","54","250.73567","109.7","27","ICHN","ILS RW25"
"VCBI","24","39.2239","109.9","27","IKW","ILS RW04"
"VCBI","28","219.2239","110.3","27","IKE","ILS RW22"
"VCRI","158","227.87636","109.5","27","IME","ILS RW23"
"UNTT","552","205.3245","110.3","27","ITI","ILS RW21"
"UNNT","364","71.978516","110.1","27","IRO","ILS RW07"
"UNNT","362","161.1021","109.7","27","ISV","ILS RW16"
"UNNT","361","251.97852","108.5","27","IKT","ILS RW25"
"UNNT","368","341.10208","111.1","27","IGH","ILS RW34"
"UNEE","844","225.52295","109.1","27","INC","ILS RW23"
"UNBB","833","239.28403","108.7","27","IAR","ILS RW24"
"UNBG","968","199.20639","109.9","27","IGO","ILS RW20"
"VEGK","260","292.7239","108.3","27","IGOR","ILS RW29"
"VEBN","269","273.427","109.9","27","IVNS","ILS RW27"
"VEPT","175","248.64507","110.3","27","IPAT","ILS RW25"
"VEGY","382","284.03143","109.3","27","IGYA","ILS RW28"
"VERC","2109","311.88394","110.5","27","IRAN","ILS RW31"
"VEJH","756","243.12762","108.5","27","IJHR","ILS RW24"
"VEBS","128","144.72844","109.1","27","IBHR","ILS RW14"
"VOVZ","13","275.8837","111.1","27","IVSA","ILS RW28"
"UOOO","538","13.32694","109.5","27","IAP","ILS RW01"
"UOOO","597","193.32693","110.3","27","IBF","ILS RW19"
"UOII","76","117.47036","110.3","27","ILS","ILS RW12"
"UNWW","1001","193.8457","111.1","27","IUF","ILS RW19"
"ZWWW","2123","70.85881","109.7","27","IOY","ILS RW07"
"ZWWW","2123","250.85881","110.3","27","IRM","ILS RW25"
"VEBD","414","1.6978345","108.1","27","IBGD","ILS RW36"
"VEDG","298","158.76323","110.9","27","IDPR","ILS RW16"
"VECC","19","6.67227","109.9","27","ICAL","ILS RW01R"
"VECC","19","186.67227","110.3","27","IDUM","ILS RW19L"
"VECC","19","186.68007","111.3","27","IOKL","ILS RW19R"
"UNKL","939","109.10571","110.5","27","IAJ","ILS RW11"
"UNKL","940","289.1057","111.7","27","IBK","ILS RW29"
"UNKM","794","289.1797","110.3","27","IRL","ILS RW29"
"UNAA","830","20.66203","110.3","27","IAB","ILS RW02"
"UNAA","824","200.66203","109.9","27","IAK","ILS RW20"
"ZULS","11749","269","110.3","27","ISS","ILS RW27R"
"VEGT","163","23.010914","110.3","27","IGHT","ILS RW02"
"VEBI","2913","219.28905","108.9","27","IBRP","ILS RW22"
"VGSY","84","113.9124","111.5","27","SYL","ILS RW11"
"VEKU","342","57","108.5","27","ISLC","ILS RW06"
"VGHS","50","145.21712","109.5","27","IDA","ILS RW14"
"VGHS","50","325.2171","108.5","27","DHA","ILS RW32"
"VEAT","55","184.81566","110.3","27","IAGE","ILS RW18"
"VELP","1374","171.93628","108.3","27","ILNP","ILS RW17"
"VGEG","14","229.26791","110.5","27","ICG","ILS RW23"
"UNKY","2123","49.917107","109.1","27","IKL","ILS RW05"
"ZLDH","3717","83.47685","109.3","27","IMG","ILS RW08"
"ZLDH","3704","263.47684","108.7","27","IDH","ILS RW26"
"VEMN","359","45.560318","109.5","27","IDIB","ILS RW05"
"VEJT","206","44.870445","108.7","27","IJHT","ILS RW04"
"VEMR","490","118.719025","109.3","27","IDMP","ILS RW12"
"VEIM","2563","35.075977","110.3","27","IIPH","ILS RW04"
"VYMD","286","171.70303","110.5","27","IMIA","ILS RW17"
"VYNT","295","158.35329","110.1","27","INPT","ILS RW16"
"VYYY","49","214.0875","109.9","27","IYGN","ILS RW21"
"WITT","53","169.42563","111.3","27","IBAC","ILS RW17"
"ZPLJ","7320","17.963333","108.5","27","IYL","ILS RW02"
"ZPLJ","7369","197.96333","109.7","27","IXX","ILS RW20"
"ZPJH","1824","161.8327","108.5","27","IGG","ILS RW16"
"ZPJH","1860","341.8327","110.3","27","ILK","ILS RW34"
"VTCT","1280","29.804462","109.5","27","ICTR","ILS RW03"
"VTCC","1007","0.9792355","109.9","27","ICMA","ILS RW36"
"VTCN","681","21.478275","110.3","27","INAN","ILS RW02"
"VTCL","811","356.26263","109.7","27","ILPN","ILS RW36"
"VTPO","179","1.6062862","109.5","27","ISKT","ILS RW36"
"VTPP","145","324.75494","110.1","27","IPSL","ILS RW32"
"VTPB","449","0.8310734","109.1","27","IPCB","ILS RW36"
"VTPI","103","181.89565","108.7","27","ITKL","ILS RW18"
"VTBL","118","47.212425","108.3","27","ILOB","ILS RW05"
"VTBK","32","209.99976","109.9","27","IKPS","ILS RW21"
"VTBD","7","29.155136","109.7","27","IBKD","ILS RW03L"
"VTBD","6","209.17961","110.3","27","IDMG","ILS RW21L"
"VTBD","7","209.15514","109.3","27","IBKK","ILS RW21R"
"VTBS","5","14.919804","109.1","27","ISWS","ILS RW01L"
"VTBS","5","14.9308605","110.1","27","ISES","ILS RW01R"
"VTBS","5","194.93086","110.5","27","ISEN","ILS RW19L"
"VTBS","5","194.9198","109.5","27","ISWN","ILS RW19R"
"VTBU","59","185.18892","111.9","27","IBUT","ILS RW18"
"VTSE","18","240.39307","109.9","27","ICPN","ILS RW24"
"VTSR","36","24.112942","110.5","27","IRAN","ILS RW02"
"VTSB","18","224.54553","109.5","27","ISTN","ILS RW22"
"VTSF","13","186.58392","109.7","27","INKS","ILS RW19"
"VTSP","82","267","109.9","27","IPKT","ILS RW27"
"VTSG","93","321.22678","110.1","27","IKBI","ILS RW32"
"VTST","67","81.23059","110.3","27","ITRN","ILS RW08"
"WMKL","21","34.51168","110.7","27","ILK","ILS RW03"
"VTSS","124","263.2669","109.9","27","IHTY","ILS RW26"
"WMKA","12","42.269703","111.7","27","IAS","ILS RW04"
"WMKP","9","42.27883","109.9","27","IPG","ILS RW04"
"WMKI","141","41.208813","110.5","27","IPO","ILS RW04"
"WIMM","23","44.80623","109.3","27","IDES","ILS RW05"
"WIMM","20","224.80623","110.9","27","IDEL","ILS RW23"
"WIMN","4636","272.6409","108.7","27","ISLB","ILS RW27"
"WIEE","31","335.10117","111.5","27","IMKB","ILS RW33"
"UIBB","1601","296.90213","110.3","27","IBS","ILS RW30"
"UIII","1621","117.54069","111.3","27","ICN","ILS RW12"
"UIII","1670","297.54068","110.3","27","IIR","ILS RW30"
"UIIR","1430","141.07317","110.5","27","IZP","ILS RW14"
"UIIR","1436","321.07318","109.3","27","IKL","ILS RW32"
"ZLXN","7178","111","110.7","27","ICB","ILS RW11"
"ZLXN","7116","291","108.7","27","IXN","ILS RW29"
"ZLLL","6404","179.4006","108.5","27","IKQ","ILS RW18"
"ZLLL","6348","359.4006","109.3","27","IYY","ILS RW36"
"ZUUU","1703","24.031183","108.7","27","ICR","ILS RW02R"
"ZUUU","1660","204.03119","109.7","27","IDE","ILS RW20L"
"ZUUU","1640","204","109.1","27","IAA","ILS RW20R"
"ZUUU","1634","24","111.1","27","IZW","ILS RW02L"
"ZUXC","5074","359.073","109.3","27","IGO","ILS RW36"
"ZPPP","6919","219","110.1","27","IBH","ILS RW21"
"ZPPP","6919","39","109.3","27","IFY","ILS RW04"
"ZPPP","6909","219","108.5","27","IKM","ILS RW22"
"ZPPP","6896","39","111.3","27","IZL","ILS RW03"
"VLLB","973","230.03217","108.7","27","ILPB","ILS RW23"
"VLVT","561","136.4315","109.9","27","IVTN","ILS RW13"
"VTUD","579","298.04724","110.1","27","IUDN","ILS RW30"
"VTUI","526","225.72282","110.3","27","ISKN","ILS RW23"
"VTUW","587","145.99052","109.7","27","INKP","ILS RW15"
"VTUV","451","3.2755506","109.5","27","IROT","ILS RW36"
"VTUN","686","241.96103","109.9","27","IKRT","ILS RW24"
"VTUQ","765","61.366776","109.7","27","INKR","ILS RW06"
"VTUO","590","35.571613","109.3","27","IBRM","ILS RW04"
"VTUU","392","232.0797","110.1","27","IUBL","ILS RW23"
"VDSR","53","49.32","108.3","27","IREP","ILS RW05"
"VDPP","36","226.04735","109.7","27","PNP","ILS RW23"
"VDSV","5","208.28714","109.1","27","IKOS","ILS RW21"
"VVPQ","13","96.1597","108.1","27","IPQ","ILS RW10"
"VVPQ","23","276.1597","108.7","27","IPH","ILS RW28"
"VTSC","18","23.54839","110.1","27","INTW","ILS RW02"
"WMKC","16","99.76079","109.3","27","IKB","ILS RW10"
"WMKN","66","44.283348","108.1","27","IKTA","ILS RW04"
"WMKE","66","342.60675","108.7","27","IKE","ILS RW34"
"WMSA","71","149.66393","110.3","27","ISB","ILS RW15"
"WMKD","52","3.1896534","109.5","27","IKN","ILS RW36"
"WMKK","66","146.19391","108.5","27","IEL","ILS RW14L"
"WMKK","79","146.1962","110.7","27","IWR","ILS RW14R"
"WMKK","79","146.1874","110.1","27","IWK","ILS RW15"
"WMKK","82","326.1962","111.9","27","IWL","ILS RW32L"
"WMKK","75","326.1939","109.1","27","IER","ILS RW32R"
"WMKK","72","326.18738","111.5","27","IWM","ILS RW33"
"WMKJ","135","159.99202","109.9","27","IJB","ILS RW16"
"WIBB","113","1.6276431","111.1","27","IPKU","ILS RW36"
"WSAP","43","22.61084","109.3","27","IPN","ILS RW02"
"WSAP","65","202.61084","111.5","27","IPS","ILS RW20"
"WSSS","15","22.479708","108.3","27","ICE","ILS RW02C"
"WSSS","20","22.481747","110.9","27","ICW","ILS RW02L"
"WSSS","15","202.4797","109.7","27","ICC","ILS RW20C"
"WSSS","14","202.48175","108.9","27","ICH","ILS RW20R"
"WSSS","16","23","110.5","27","ICX","ILS RW02R"
"WSSS","16","203","108.55","27","ICZ","ILS RW20L"
"WIDD","128","41.422634","110.1","27","IBTM","ILS RW04"
"WIGG","74","133.32407","111.7","27","IBKL","ILS RW13"
"WIPP","45","112.69234","111.1","27","IPLM","ILS RW11"
"WIPP","39","292.69232","110.5","27","IPLB","ILS RW29"
"UITT","2175","300.72177","108.9","27","ICI","ILS RW30"
"UIUU","1699","83.06521","111.3","27","IUL","ILS RW08"
"UIUU","1650","263.06522","110.3","27","IZD","ILS RW26"
"ZMUB","4150","143.17653","110.3","27","IDA","ILS RW14"
"ZLIC","3760","32.058144","109.3","27","ITY","ILS RW03"
"ZLIC","3714","212.05815","108.5","27","IVO","ILS RW21"
"ZLXY","1562","232.09193","111.1","27","IAQ","ILS RW23L"
"ZLXY","1572","231.73105","110.3","27","IMM","ILS RW23R"
"ZLXY","1575","52.131046","109.9","27","IGG","ILS RW05L"
"ZLXY","1575","52.091938","109.3","27","IXW","ILS RW05R"
"ZUCK","1375","18.696976","109.7","27","IWX","ILS RW02L"
"ZUCK","1365","18.858442","108.9","27","IJC","ILS RW02R"
"ZUCK","1362","198.85844","110.1","27","IMW","ILS RW20L"
"ZUCK","1368","198.69698","108.1","27","IOS","ILS RW20R"
"ZUCK","1325","199","110.5","27","ICO","ILS RW21"
"ZUCK","1348","19","108.5","27","IQT","ILS RW03"
"ZUWX","1867","113.1939","109.7","27","IWZ","ILS RW11"
"ZUWX","1877","293.1939","108.7","27","ILL","ILS RW29"
"ZUGY","3725","192","111.55","27","IDL","ILS RW19L"
"ZUGY","3737","12","111.1","27","IGG","ILS RW01L"
"ZUGY","3731","192","109.3","27","IGY","ILS RW19R"
"ZUGY","3729","12","111.35","27","ILR","ILS RW01R"
"VVNB","41","109.218796","110.5","27","NB","ILS RW11L"
"VVNB","39","109.22954","108.3","27","NBA","ILS RW11R"
"VVNB","40","289.22955","111.9","27","INB","ILS RW29L"
"VVNB","42","289.21878","109.3","27","INA","ILS RW29R"
"VVCI","10","73.74012","110.1","27","ICB","ILS RW07"
"VVTX","46","309.94202","111.3","27","ITX","ILS RW31"
"VVVH","16","173.62547","108.3","27","IVH","ILS RW17"
"VVDH","36","295.14615","110.3","27","IDH","ILS RW29"
"VVPB","13","274.1782","109.5","27","PBA","ILS RW27"
"VVDN","24","352.82825","110.5","27","DAD","ILS RW35L"
"VVDN","29","352.78854","111.5","27","IDR","ILS RW35R"
"VLPS","347","148.10432","108.9","27","IPKS","ILS RW15"
"VVCA","20","315.72412","108.5","27","ICL","ILS RW32"
"VVPK","2408","271.9953","109.1","27","IPK","ILS RW27"
"VVBM","1713","91.99905","109.7","27","IBM","ILS RW09"
"VVDL","3048","86.92852","110.9","27","ILK","ILS RW09"
"VVTS","23","69.981316","111.7","27","ITS","ILS RW07R"
"VVTS","33","249.98132","108.3","27","SGN","ILS RW25L"
"VVTS","33","249.97713","110.5","27","HCM","ILS RW25R"
"VVCT","10","59.850906","109.3","27","ICT","ILS RW06"
