"icao","elevation_ft","heading_deg","frequency_mhz","range_nm","ident","runway"
"KROC","538","279.63138","109.5","27","IROC","ILS RW28"
"KOLE","2135","223","109.3","27","IOLE","ILS RW22"
"KFZY","465","330.00452","110.9","27","IFZY","ILS RW33"
"KSYR","423","100.40268","109.9","27","IMRZ","ILS RW10"
"KSYR","404","280.40268","109.9","27","ISYR","ILS RW28"
"KRME","486","327.1716","110.1","27","IRME","ILS RW33"
"KBGM","1622","158","110.3","27","IAAJ","ILS RW16"
"KBGM","1573","340.45264","110.3","27","IBGM","ILS RW34"
"KITH","1092","324.58957","108.7","27","IITH","ILS RW32"
"KBFD","2109","324.98227","108.3","27","IBFD","ILS RW32"
"KELM","936","62.30075","109.1","27","IUEK","ILS RW06"
"KELM","946","242","109.1","27","IELM","ILS RW24"
"KOYM","1934","281.0529","108.9","27","IOYM","ILS RW28"
"KUNV","1191","243.60419","111.7","27","IUNV","ILS RW24"
"KIPT","525","265.87228","110.1","27","IIPT","ILS RW27"
"KHZL","1603","284.4029","110.5","27","IHZL","ILS RW28"
"KAVP","953","45.5","109.9","27","IAVP","ILS RW04"
"KAVP","912","225.4","109.9","27","IIZK","ILS RW22"
"KAOO","1465","205.8505","111.1","27","IAOO","ILS RW21"
"KRVL","819","58.579865","109.3","27","IRVL","ILS RW06"
"KMRB","542","258.58392","108.3","27","IEXW","ILS RW26"
"KFDK","281","228.21512","110.3","27","IFDK","ILS RW23"
"KHGR","671","91.46093","111.9","27","IUYK","ILS RW09"
"KHGR","686","271.46094","111.9","27","IHGR","ILS RW27"
"KCXY","335","82.115486","109.1","27","ICXY","ILS RW08"
"KLNS","395","76.86878","108.7","27","ILNS","ILS RW08"
"KMDT","300","127.87059","110.9","27","IMDT","ILS RW13"
"KMDT","300","307.87057","110.9","27","IHQA","ILS RW31"
"KRDG","327","133.39705","110.55","27","IVXO","ILS RW13"
"KRDG","332","4.2032804","109.5","27","IRDG","ILS RW36"
"KABE","384","63.221405","110.7","27","IABE","ILS RW06"
"KABE","383","135.06741","111.9","27","IBXY","ILS RW13"
"KABE","380","243.2214","108.55","27","IGUW","ILS RW24"
"KPNE","110","240.29855","111.1","27","IPNE","ILS RW24"
"KPTW","308","276.10324","108.3","27","IPTW","ILS RW28"
"KMQS","653","292.66425","108.5","27","IMQS","ILS RW29"
"KILG","73","15.080526","110.3","27","IILG","ILS RW01"
"KPHL","9","87.43665","108.95","27","IVII","ILS RW09L"
"KPHL","13","87.33172","109.3","27","IPHL","ILS RW09R"
"KPHL","6","171.12325","108.75","27","IMYY","ILS RW17"
"KPHL","22","264.9","111.55","27","ILLH","ILS RW26"
"KPHL","8","267.43173","109.3","27","IGLC","ILS RW27L"
"KPHL","7","267.43665","108.95","27","IPDP","ILS RW27R"
"KOKV","699","323.87546","109.55","27","ITZX","ILS RW32"
"KDAA","56","322","108.9","27","IDAA","ILS RW32"
"KDCA","13","6.516157","109.9","27","IDCA","ILS RW01"
"KDCA","14","146.5","108.5","27","IVWH","ILS RW19"
"KDCA","14","149","109.9","27","IASO","ILS RW19"
"KHEF","174","160.72751","109.1","27","IHEF","ILS RW16L"
"KIAD","283","10.662847","111.3","27","IOSZ","ILS RW01C"
"KIAD","288","10.645379","110.75","27","IOIU","ILS RW01L"
"KIAD","307","10.678565","110.1","27","IIAD","ILS RW01R"
"KIAD","304","120.72292","109.3","27","IAJU","ILS RW12"
"KIAD","265","190.66284","111.3","27","IDLX","ILS RW19C"
"KIAD","291","190.67856","110.1","27","ISGC","ILS RW19L"
"KIAD","272","190.64539","110.75","27","IISU","ILS RW19R"
"KJYO","372","171.34665","111.75","27","IJYO","ILS RW17"
"KCHO","633","29.984722","111.7","27","ICHO","ILS RW03"
"KCJR","316","38.13338","109.95","27","IDZH","ILS RW04"
"KLKU","494","272.30664","108.55","27","ILKU","ILS RW27"
"KRMN","175","329.14648","108.75","27","IRMN","ILS RW33"
"KHWY","312","148.9003","109.75","27","IHWY","ILS RW15"
"KADW","273","190","110.5","27","IGQZ","ILS RW19L"
"KADW","267","190","111.5","27","IMXK","ILS RW19R"
"KADW","251","10","111.5","27","IRWS","ILS RW01L"
"KADW","247","10","110.5","27","IVJM","ILS RW01R"
"KBWI","138","105.22417","109.7","27","IBAL","ILS RW10"
"KBWI","138","155.3234","111.95","27","IUQC","ILS RW15L"
"KBWI","129","285.22415","109.7","27","IOEH","ILS RW28"
"KBWI","110","335.3234","111.95","27","IBWI","ILS RW33R"
"KBWI","130","155.2","111.7","27","IFND","ILS RW15R"
"KBWI","125","335.2","111.7","27","IRUX","ILS RW33L"
"KESN","37","40.424988","109.35","27","IFGH","ILS RW04"
"KMTN","22","143.8","110.7","27","IBQG","ILS RW15"
"KMTN","8","326.2768","110.7","27","IMTN","ILS RW33"
"KDOV","21","15","109.95","27","IDOV","ILS RW01"
"KDOV","14","195","111.9","27","ILIR","ILS RW19"
"KMIV","58","100.04183","110.9","27","IMIV","ILS RW10"
"KNHK","30","59","108.7","27","INHK","ILS RW06"
"KOXB","12","325.23694","109.15","27","IOXB","ILS RW32"
"KSBY","48","318.89618","108.7","27","ISBY","ILS RW32"
"KFCI","196","331.22864","108.3","27","ICFU","ILS RW33"
"KOFP","207","158.80702","109.7","27","IOFP","ILS RW16"
"KRIC","152","23.39762","110.9","27","IEZD","ILS RW02"
"KRIC","165","157.57512","110.7","27","IRGJ","ILS RW16"
"KRIC","156","337.57513","110.7","27","IBNE","ILS RW34"
"KAVC","441","6.602422","110.5","27","IAVC","ILS RW01"
"KEMV","127","335.51785","108.75","27","IEMV","ILS RW34"
"KPTB","193","50.775288","110.3","27","IJLS","ILS RW05"
"KFYJ","20","94.1","108.35","27","IFYJ","ILS RW10"
"KMFV","48","33.913048","110.15","27","IMFV","ILS RW03"
"KCPK","13","47.667114","111.7","27","IEYK","ILS RW05"
"KLFI","7","258","109.9","27","IABM","ILS RW26"
"KLFI","7","78","109.9","27","ILFI","ILS RW08"
"KNGU","10","101","108.95","27","INGU","ILS RW10"
"KORF","23","46.67648","109.1","27","IORF","ILS RW05"
"KORF","12","226.67648","109.1","27","IJZQ","ILS RW23"
"KPHF","32","66.68473","110.1","27","IPHF","ILS RW07"
"KPHF","42","201.74207","109.3","27","IFJQ","ILS RW20"
"KPHF","36","246.68472","110.1","27","IDHY","ILS RW25"
"KPVG","22","102.48963","110.75","27","IPVG","ILS RW10"
"KSFQ","70","39.895473","111.5","27","IRKH","ILS RW04"
"KHNZ","526","60","109.75","27","IHNZ","ILS RW06"
"KLHZ","358","46.4513","109.35","27","ILHZ","ILS RW05"
"KGSB","105","261","109.9","27","IDDX","ILS RW26"
"KGSB","69","81","109.3","27","IGSB","ILS RW08"
"KGWW","132","226.75624","111.9","27","IUGZ","ILS RW23"
"KHRJ","202","47.795486","108.35","27","IHRJ","ILS RW05"
"KJNX","134","32.453133","111.15","27","IJNX","ILS RW03"
"KRWI","151","42.175823","108.3","27","IRWI","ILS RW04"
"KISO","89","49.95837","111.3","27","IISO","ILS RW05"
"KOCW","37","45","110.9","27","IOCW","ILS RW05"
"KPGV","24","196.51486","110.7","27","IPGV","ILS RW20"
"KECG","8","103.40932","111.35","27","IEPR","ILS RW10"
"KEDE","14","189.88783","110.95","27","IEDE","ILS RW19"
"KCTZ","144","59.759533","109.7","27","ISGO","ILS RW06"
"KEWN","11","39","110.5","27","IEWN","ILS RW04"
"KNCA","20","8","111.1","27","INCA","ILS RW01"
"KNKT","29","235","108.9","27","INKT","ILS RW23R"
"KOAJ","86","52.296497","108.7","27","IOAJ","ILS RW05"
"KCRE","25","233.82939","111.7","27","ICRE","ILS RW23"
"KILM","19","58.227947","109.95","27","IGNM","ILS RW06"
"KILM","14","238.22795","111.55","27","IGMX","ILS RW24"
"KILM","22","349.32007","110.3","27","IILM","ILS RW35"
"MYGF","36","67.92493","109.7","27","IZFP","ILS RW06"
"MYNN","61","142.7958","110.1","27","IZQA","ILS RW14"
"MUCC","10","78.922714","108.9","27","ICJ","ILS RW08"
"MUHG","302","55.11768","111.3","27","IHG","ILS RW05"
"MUCU","295","95","110.7","27","ICU","ILS RW10"
"MKJS","4","72.38057","109.5","27","ISIA","ILS RW07"
"MKJP","8","123","109.1","27","IMLY","ILS RW12"
"SKCG","5","10.308337","111.3","27","ICTG","ILS RW01"
"SKMR","40","324.87143","110.9","27","IMTR","ILS RW32"
"SKUI","204","308.59012","110.7","27","IUIB","ILS RW31"
"SKRG","7046","6.508915","110.9","27","IMDE","ILS RW01"
"SKAR","3967","199.51558","110.3","27","IAXM","ILS RW20"
"SKPE","4448","78.99427","109.5","27","IPEI","ILS RW08"
"SKCL","3152","15.799867","109.9","27","IPAS","ILS RW02"
"SKPS","5958","199.79991","110.7","27","IPSO","ILS RW20"
"SKTQ","643","250.36867","109.3","27","ITQS","ILS RW25"
"SENL","983","58.197575","110.3","27","INL","ILS RW06"
"SEQM","7779","181.92876","111.1","27","IQN","ILS RW18"
"SEQM","7905","1.9287536","109.3","27","IQS","ILS RW36"
"SECO","831","159.13626","108.5","27","ICC","ILS RW16"
"SELT","9193","188.1856","108.7","27","ILA","ILS RW19"
"SEJD","1199","274.698","109.7","27","ILJ","ILS RW27"
"SPST","868","353.87274","109.7","27","IGDP","ILS RW35"
"SPJC","58","156.26202","109.7","27","IJCH","ILS RW16"
"SPSO","40","221.3459","109.7","27","ISAN","ILS RW22"
"CYTF","449","131.2095","110.7","27","ITF","ILS RW13"
"CYQB","240","60.561794","109.5","27","IQB","ILS RW06"
"CYHU","89","241.86366","111.1","27","IHU","ILS RW24R"
"CYMX","254","59.430798","111.3","27","IKP","ILS RW06"
"CYMX","247","113.060684","110.9","27","IJX","ILS RW11"
"CYMX","237","239.4308","111.7","27","IIT","ILS RW24"
"CYUL","95","57.52683","109.3","27","IUL","ILS RW06L"
"CYUL","97","57.595524","110.5","27","IOA","ILS RW06R"
"CYUL","95","102.61072","110.1","27","IDO","ILS RW10"
"CYUL","116","237.59552","110.5","27","IMQ","ILS RW24L"
"CYUL","104","237.52682","111.9","27","IZZ","ILS RW24R"
"KMSS","201","45.18269","108.7","27","IMSS","ILS RW05"
"KSLK","1657","228.77449","108.9","27","ISLK","ILS RW23"
"KBTV","308","145.97653","110.3","27","IBTV","ILS RW15"
"KBTV","334","325.97653","110.3","27","IVOE","ILS RW33"
"KPBG","157","352.57654","109.7","27","IFQV","ILS RW35"
"KLEB","555","187","111.9","27","IDVR","ILS RW18"
"KMPV","1103","167.82504","108.7","27","IMPV","ILS RW17"
"KGFL","320","12.431114","110.7","27","IGFL","ILS RW01"
"KALB","279","11.127239","109.5","27","IDEJ","ILS RW01"
"KALB","273","191.12724","109.5","27","IALB","ILS RW19"
"KPSF","1188","259","108.3","27","IEIF","ILS RW26"
"KSCH","325","39.88372","109.7","27","ISCH","ILS RW04"
"KEEN","476","18.218872","108.9","27","IEEN","ILS RW02"
"KRUT","777","193.55154","111.7","27","IRUT","ILS RW19"
"KVSF","578","51.4","111.3","27","IVSF","ILS RW05"
"KCON","331","351.11462","108.7","27","ICON","ILS RW35"
"KLCI","537","83.47201","108.5","27","ILCI","ILS RW08"
"KMHT","219","57.32801","109.95","27","IMJE","ILS RW06"
"KMHT","220","171.57407","109.1","27","IMNA","ILS RW17"
"KMHT","248","351.57407","109.1","27","IMHT","ILS RW35"
"KCEF","230","48","109.9","27","IGWJ","ILS RW05"
"KCEF","235","228","109.9","27","ICEF","ILS RW23"
"KASH","196","138.7891","109.7","27","IASH","ILS RW14"
"KBED","127","113.153465","111.15","27","IBED","ILS RW11"
"KBED","120","293.15347","111.15","27","IULJ","ILS RW29"
"KORH","975","108.79907","110.9","27","IRSR","ILS RW11"
"KORH","987","288.79907","110.9","27","IEKW","ILS RW29"
"KMGJ","350","36.2","111.7","27","IMGJ","ILS RW04"
"KMSV","1401","155.09435","109.1","27","IMSV","ILS RW15"
"KSWF","470","92.30831","110.1","27","ISWF","ILS RW09"
"KSWF","462","272.30832","109.95","27","IJKH","ILS RW27"
"KPOU","149","62.723988","111.3","27","IPOU","ILS RW06"
"KCDW","172","222.51782","109.35","27","ICDW","ILS RW22"
"KMMU","179","229.00748","110.3","27","IMMU","ILS RW23"
"KBDR","4","60.2","110.7","27","IBDR","ILS RW06"
"KDXR","457","86.7","111.55","27","IDXR","ILS RW08"
"KHPN","422","163.01154","109.7","27","IHPN","ILS RW16"
"KHPN","374","343.01154","109.7","27","IOJZ","ILS RW34"
"KOXC","690","4.814643","109.55","27","IOXC","ILS RW36"
"KTEB","5","195.18921","110.15","27","ITJL","ILS RW19"
"KTEB","4","60","108.9","27","ITEB","ILS RW06"
"KBAF","264","204","111.9","27","IBAF","ILS RW20"
"KBDL","169","58.27021","111.1","27","IBDL","ILS RW06"
"KBDL","157","238.2702","111.1","27","IMYQ","ILS RW24"
"KBDL","168","328.4737","108.55","27","IIKX","ILS RW33"
"KHFD","18","2","109.7","27","IHFD","ILS RW02"
"KIJD","246","269","108.35","27","IIJD","ILS RW27"
"KOQU","6","160.13515","109.5","27","IOQU","ILS RW16"
"KPVD","47","47.05644","109.3","27","IPVD","ILS RW05"
"KPVD","45","227.05644","109.3","27","IARJ","ILS RW23"
"KPVD","37","336.6885","111.5","27","IUNQ","ILS RW34"
"KSFZ","441","46.961998","111.9","27","ISFZ","ILS RW05"
"KUUU","172","219","108.5","27","IOTI","ILS RW22"
"KFOK","43","235.37741","111.7","27","IFOK","ILS RW24"
"KHVN","2","15.931519","109.1","27","IHVN","ILS RW02"
"KHWV","67","58.85205","108.95","27","IHWV","ILS RW06"
"KISP","88","58.878536","108.3","27","IISP","ILS RW06"
"KISP","91","238.87854","108.3","27","IRXN","ILS RW24"
"KGON","4","47.88163","111.3","27","IGON","ILS RW05"
"KWST","81","68","108.9","27","IRLS","ILS RW07"
"KEWR","7","38.717903","110.75","27","IEWR","ILS RW04L"
"KEWR","6","38.73545","108.7","27","IEZA","ILS RW04R"
"KEWR","10","108.00061","109.15","27","IGPR","ILS RW11"
"KEWR","8","218.73546","108.7","27","ILSQ","ILS RW22L"
"KEWR","8","218.71791","110.75","27","IJNN","ILS RW22R"
"KTTN","167","58.338192","111.3","27","ITTN","ILS RW06"
"KFRG","75","146","111.9","27","IFRG","ILS RW14"
"KJFK","9","43.781292","110.9","27","IHIQ","ILS RW04L"
"KJFK","12","43.764786","109.5","27","IJFK","ILS RW04R"
"KJFK","11","133.7714","111.5","27","ITLK","ILS RW13L"
"KJFK","13","223.76479","110.9","27","IIWY","ILS RW22L"
"KJFK","9","221.2","109.5","27","IJOC","ILS RW22R"
"KJFK","9","313.73386","111.35","27","IMOH","ILS RW31L"
"KJFK","10","313.7714","111.5","27","IRTH","ILS RW31R"
"KLGA","11","44.034676","110.5","27","ILGA","ILS RW04"
"KLGA","10","134.23749","108.5","27","IGDI","ILS RW13"
"KLGA","9","224.03467","110.5","27","IURD","ILS RW22"
"KLGA","21","315.9","108.5","27","IPZV","ILS RW31"
"KLGA","21","234","111.15","27","ITKD","ILS RW22"
"KACY","71","128.07358","109.1","27","IPVO","ILS RW13"
"KACY","59","308.07358","109.1","27","IACY","ILS RW31"
"KMJX","74","62.691914","109.9","27","IMJX","ILS RW06"
"KWRI","99","238","110.1","27","IJTQ","ILS RW24"
"KWRI","120","58","110.1","27","IWRI","ILS RW06"
"KWWD","22","189.70378","108.9","27","ICEJ","ILS RW19"
"MTPP","80","96.95764","111.5","27","IMG","ILS RW10"
"SKBQ","95","48.17394","109.9","27","IBAQ","ILS RW05"
"SKLM","281","98.89848","110.3","27","ICJN","ILS RW10"
"SVMC","215","31.680237","110.1","27","IMAR","ILS RW03L"
"SVVG","233","90.93478","110.3","27","IEVG","ILS RW09"
"SKBG","3851","348.5446","110.7","27","IBGA","ILS RW35"
"SKCC","1089","157.76741","109.9","27","ICUC","ILS RW16"
"SKCC","1010","205.5494","110.3","27","ICUX","ILS RW21"
"SKPQ","600","189.68257","109.3","27","IPAL","ILS RW19"
"SKBO","8425","134.21269","111.3","27","IEDR","ILS RW13L"
"SKBO","8352","134.7358","110.7","27","IADO","ILS RW13R"
"SKYP","1014","53.82949","110.9","27","IEYP","ILS RW05"
"SKAP","1229","283.18088","108.9","27","IAPY","ILS RW28"
"SPQT","306","63.526356","109.7","27","ISEC","ILS RW06"
"SPHY","11706","215.87872","109.7","27","IAND","ILS RW21"
"SPQU","8270","98.177826","109.7","27","IARB","ILS RW10"
"SCVM","461","50.655083","110.7","27","IVDM","ILS RW05"
"SCSN","231","233.94264","109.9","27","ISNO","ILS RW23"
"SCIE","26","19.699894","109.9","27","ICEP","ILS RW02"
"SCQP","321","10.894331","110.3","27","INIA","ILS RW01"
"SCVD","54","351.27414","110.5","27","IVLD","ILS RW35"
"SCTE","294","353.5087","110.1","27","IMON","ILS RW35"
"SCPQ","528","355.53735","109.9","27","IMCI","ILS RW35"
"SAWC","681","251.65352","108.9","27","EC","ILS RW25"
"CYFB","73","342.58365","109.9","27","IFB","ILS RW34"
"CYBG","519","107.1258","110.15","27","ITV","ILS RW11"
"CYBG","511","287.1258","111.5","27","IBG","ILS RW29"
"CYBC","70","97.81668","110.3","27","IBC","ILS RW10"
"CYYY","172","55.9868","109.7","27","IYY","ILS RW06"
"KPQI","458","2.738403","108.7","27","IPQI","ILS RW01"
"KMLT","408","287","108.9","27","IMLT","ILS RW29"
"KAUG","318","171.09859","108.7","27","IAUG","ILS RW17"
"KWVL","273","46.468685","110.5","27","IRLU","ILS RW05"
"KLEW","265","41.332363","108.9","27","ILEW","ILS RW04"
"KBXM","55","11.890477","109.3","27","IBXM","ILS RW01R"
"KPWM","42","290.334","109.9","27","IGCS","ILS RW29"
"KPWM","68","110.33403","109.9","27","IPWM","ILS RW11"
"KBGR","188","150.26459","109.5","27","IJVH","ILS RW15"
"KBGR","149","330.2646","109.5","27","IBGR","ILS RW33"
"KBHB","72","223.50648","108.3","27","IBHB","ILS RW22"
"KRKD","43","129.04514","111.7","27","IRMZ","ILS RW13"
"KPSM","98","165.20674","110.1","27","IPGQ","ILS RW16"
"KPSM","77","345.20676","110.1","27","IPSM","ILS RW34"
"KSFM","235","75.24633","111.5","27","ISFM","ILS RW07"
"KBOS","10","34.6791","110.3","27","IBOS","ILS RW04R"
"KBOS","11","148.6","110.7","27","IMDC","ILS RW15R"
"KBOS","11","214.6791","110.3","27","ILQN","ILS RW22L"
"KBOS","12","271.52957","111.3","27","IDGU","ILS RW27"
"KBOS","11","330.26532","110.7","27","ILIP","ILS RW33L"
"KBVY","107","156.78935","110.5","27","IBVY","ILS RW16"
"KLWM","137","53.071133","111.7","27","ILWM","ILS RW05"
"KOWD","49","349.8689","108.3","27","IOWD","ILS RW35"
"KEWB","61","54.314533","109.7","27","IEWB","ILS RW05"
"KFMH","122","233.82521","109.55","27","IFMH","ILS RW23"
"KFMH","109","322.55643","110.75","27","IBNX","ILS RW32"
"KPYM","133","55.36912","109.35","27","IPYM","ILS RW06"
"KHYA","49","155.98442","108.95","27","IBCU","ILS RW15"
"KHYA","38","245.64507","109.15","27","IHYA","ILS RW24"
"KPVC","7","75.312386","111.1","27","IVQO","ILS RW07"
"KMVY","57","235.53664","108.7","27","IMVY","ILS RW24"
"KACK","32","60.85926","109.1","27","IRNE","ILS RW06"
"KACK","46","240.85925","109.1","27","IACK","ILS RW24"
"MDST","565","114.070526","109.3","27","IDST","ILS RW11"
"MDSD","39","172.38324","108.9","27","ICDO","ILS RW17"
"MDSI","92","217.9891","109.1","27","ISIS","ILS RW21"
"TNCA","12","114.725815","108.7","27","IBE","ILS RW11"
"TNCC","33","114.157","111.9","27","IATO","ILS RW11"
"SVBM","2044","92.07779","110.5","27","IBRM","ILS RW09"
"SVVA","1417","104.72619","110.3","27","IVAL","ILS RW10"
"SKUA","348","74.299805","109.3","27","IMDU","ILS RW07"
"SBRB","620","66.97486","109.3","27","IRB","ILS RW06"
"SPTU","659","10.615642","109.7","27","IPJA","ILS RW01"
"SLLP","13169","100.30775","110.3","27","ILPA","ILS RW10"
"SPTN","1406","24.368973","109.7","27","ICSR","ILS RW02"
"SCDA","105","188.68456","109.9","27","IIQQ","ILS RW19"
"SCAT","670","177.5507","110.1","27","IDAT","ILS RW17"
"SANU","1990","180.48428","110.3","27","SJ","ILS RW18"
"SCEL","1549","176.29784","110.3","27","IUEL","ILS RW17L"
"SCEL","1548","176.39243","111.1","27","IMER","ILS RW17R"
"SAME","2346","1.732371","109.9","27","DO","ILS RW36"
"SAZN","882","87.21743","110.3","27","NE","ILS RW09"
"SAZS","2761","287.8077","109.5","27","BR","ILS RW29"
"SAVE","2616","230.04358","109.7","27","ES","ILS RW23"
"SAWG","102","254.56343","110.3","27","GL","ILS RW25"
"SCCI","112","255.81496","109.9","27","INAS","ILS RW25"
"SAWE","84","256.43198","109.5","27","GR","ILS RW26"
"SAWH","69","252.17345","111.3","27","US","ILS RW25"
"CYWK","1803","1.3807796","110.1","27","IWK","ILS RW36"
"CYZV","165","88.9669","109.5","27","IZV","ILS RW09"
"CYGP","112","103.371254","110.3","27","IGP","ILS RW10"
"CYFC","61","87.84911","111.3","27","IDC","ILS RW09"
"CYSJ","297","48.929523","108.3","27","IDM","ILS RW05"
"CYSJ","305","228.92952","110.5","27","ISJ","ILS RW23"
"CYQM","224","285.49878","109.3","27","IQM","ILS RW29"
"CYQM","221","60.4673","109.7","27","IFG","ILS RW06"
"CYZX","86","263.30685","110.7","27","IZX","ILS RW26"
"TXKF","18","296.5089","109.9","27","IBDA","ILS RW30"
"TJSJ","4","77.87395","110.3","27","ISJU","ILS RW08"
"TJSJ","4","101.12931","109.7","27","ICLA","ILS RW10"
"TIST","15","100","110.1","27","ITMN","ILS RW10"
"TISX","64","97","109.5","27","ISTX","ILS RW10"
"SVMI","282","100.13429","110.1","27","IMIQ","ILS RW10"
"SVCS","2123","105.93187","109.7","27","ITUY","ILS RW10"
"SVMG","118","92.20168","110.1","27","IMTA","ILS RW09"
"SVBC","16","155.67955","110.9","27","IBNA","ILS RW15"
"SBPV","289","190.6591","109.3","27","IPV","ILS RW19"
"SLCB","8353","321.60855","110.5","27","ILCO","ILS RW32"
"SASJ","2956","338.28555","110.1","27","JU","ILS RW34"
"SASA","4131","18.235394","110.3","27","SA","ILS RW02"
"SANT","1486","16.724308","109.9","27","TU","ILS RW02"
"SANR","913","9.625748","108.7","27","RH","ILS RW01"
"SANL","1455","211.17174","110.1","27","LR","ILS RW21"
"SACO","1647","185.2145","110.3","27","CB","ILS RW19"
"SAOR","1590","59.414528","109.5","27","RY","ILS RW06"
"SAOC","1379","48.346523","110.9","27","RC","ILS RW05"
"SAZR","623","194.20605","110.3","27","SR","ILS RW19"
"SAVT","153","246.06789","109.5","27","TR","ILS RW25"
"SAVC","151","253.33359","110.3","27","CR","ILS RW25"
"CYYR","160","76.323166","110.3","27","IYR","ILS RW08"
"CYGR","35","74","109.9","27","IGR","ILS RW07"
"CYYG","152","26.851969","110.9","27","IYG","ILS RW03"
"CYQY","196","64.75036","110.3","27","IQY","ILS RW06"
"CYHZ","477","52.931576","109.9","27","IGX","ILS RW05"
"CYHZ","435","143.10654","109.1","27","IHZ","ILS RW14"
"CYHZ","445","232.93158","109.9","27","IJG","ILS RW23"
"TFFR","5","116.00152","110.3","27","PP","ILS RW12"
"TFFF","10","95.08022","109.9","27","FF","ILS RW10"
"TTPP","30","104.817474","109.7","27","IPOS","ILS RW10"
"TTCP","29","109.24269","109.3","27","ITAB","ILS RW11"
"SBBV","262","78.86831","109.3","27","IBV","ILS RW08"
"SBEG","299","106.13163","110.3","27","IEG","ILS RW11"
"SLVR","1224","340.03073","110.9","27","ILVV","ILS RW34"
"SGME","551","10.7705345","111.3","27","IMCL","ILS RW01"
"SAAP","234","197.33377","110.3","27","PA","ILS RW20"
"SAAV","59","211.77083","109.5","27","SV","ILS RW21"
"SAAR","138","198.79932","109.9","27","RO","ILS RW20"
"SAZB","248","166.76476","109.7","27","BC","ILS RW17L"
"CYIF","19","189.91628","108.7","27","IIF","ILS RW19"
"CYJT","70","271.1947","109.5","27","IJT","ILS RW27"
